known,known_for_real,prediction,label,accuracy,ood,type1_ood_error
True,True,7,3,0.7083333333333334,0.7,0.041666666666666664
True,True,3,4,0.7107438016528925,0.7,0.04132231404958678
True,True,2,3,0.7049180327868853,0.7,0.040983606557377046
True,True,1,1,0.6991869918699187,0.7,0.04065040650406504
True,True,2,6,0.7016129032258065,0.7,0.04032258064516129
True,True,5,8,0.696,0.7,0.04
True,True,1,7,0.6984126984126984,0.7,0.03968253968253968
True,True,4,2,0.6929133858267716,0.7,0.03937007874015748
True,True,9,9,0.6953125,0.7,0.0390625
True,True,9,9,0.6976744186046512,0.7,0.03875968992248062
True,True,1,7,0.7,0.7,0.038461538461538464
True,True,3,4,0.7022900763358778,0.7,0.03816793893129771
True,True,5,2,0.7045454545454546,0.7,0.03787878787878788
True,True,1,7,0.706766917293233,0.7,0.03759398496240601
True,True,5,1,0.7014925373134329,0.7,0.03731343283582089
True,True,5,5,0.6962962962962963,0.7,0.037037037037037035
True,True,5,2,0.6985294117647058,0.7,0.03676470588235294
True,True,3,4,0.7007299270072993,0.7,0.0364963503649635
True,True,4,0,0.7028985507246377,0.7,0.036231884057971016
False,True,2,8,0.697841726618705,0.7,0.04316546762589928
True,True,3,4,0.7,0.7,0.04285714285714286
True,True,9,9,0.7021276595744681,0.7,0.0425531914893617
True,True,1,7,0.704225352112676,0.7,0.04225352112676056
True,True,7,0,0.6993006993006993,0.7,0.04195804195804196
True,True,1,0,0.6944444444444444,0.7,0.041666666666666664
True,True,5,5,0.6896551724137931,0.7,0.041379310344827586
True,True,2,6,0.6917808219178082,0.7,0.0410958904109589
True,True,9,9,0.6938775510204082,0.7,0.04081632653061224
False,True,5,6,0.6891891891891891,0.7,0.0472972972972973
True,True,2,3,0.6845637583892618,0.7,0.04697986577181208
True,True,2,6,0.6866666666666666,0.7,0.04666666666666667
True,True,4,2,0.6821192052980133,0.7,0.046357615894039736
False,True,2,6,0.6842105263157895,0.7,0.05263157894736842
True,True,6,5,0.6862745098039216,0.7,0.05228758169934641
True,True,2,6,0.6883116883116883,0.7,0.05194805194805195
True,True,2,8,0.6838709677419355,0.7,0.05161290322580645
True,True,7,3,0.6858974358974359,0.7,0.05128205128205128
True,True,1,7,0.6878980891719745,0.7,0.050955414012738856
True,True,3,4,0.689873417721519,0.7,0.05063291139240506
True,True,1,7,0.6918238993710691,0.7,0.050314465408805034
True,True,5,9,0.6875,0.7,0.05
True,True,0,1,0.6894409937888198,0.7,0.049689440993788817
True,True,5,2,0.691358024691358,0.7,0.04938271604938271
True,True,8,8,0.6932515337423313,0.7,0.049079754601226995
False,True,7,9,0.6890243902439024,0.7,0.054878048780487805
True,True,3,4,0.6909090909090909,0.7,0.05454545454545454
True,True,2,6,0.6927710843373494,0.7,0.05421686746987952
True,True,9,9,0.6946107784431138,0.7,0.05389221556886228
True,True,5,2,0.6964285714285714,0.7,0.05357142857142857
True,True,1,7,0.6982248520710059,0.7,0.05325443786982249
True,True,8,8,0.7,0.7,0.052941176470588235
True,True,5,2,0.7017543859649122,0.7,0.05263157894736842
True,True,5,1,0.6976744186046512,0.7,0.05232558139534884
True,True,6,5,0.6994219653179191,0.7,0.05202312138728324
True,True,6,5,0.7011494252873564,0.7,0.05172413793103448
True,True,5,2,0.7028571428571428,0.7,0.05142857142857143
True,True,5,0,0.6988636363636364,0.7,0.05113636363636364
True,True,1,7,0.7005649717514124,0.7,0.05084745762711865
True,True,3,4,0.702247191011236,0.7,0.05056179775280899
False,True,1,9,0.6983240223463687,0.7,0.055865921787709494
True,True,1,7,0.7,0.7,0.05555555555555555
True,True,2,6,0.7016574585635359,0.7,0.055248618784530384
True,True,1,7,0.7032967032967034,0.7,0.054945054945054944
True,True,2,3,0.6994535519125683,0.7,0.0546448087431694
True,True,1,1,0.6956521739130435,0.7,0.05434782608695652
True,True,1,7,0.6972972972972973,0.7,0.05405405405405406
False,True,1,4,0.6935483870967742,0.7,0.05913978494623656
True,True,9,9,0.6951871657754011,0.7,0.058823529411764705
True,True,4,1,0.6914893617021277,0.7,0.05851063829787234
True,True,5,0,0.6878306878306878,0.7,0.0582010582010582
True,True,4,3,0.6842105263157895,0.7,0.05789473684210526
True,True,7,3,0.6858638743455497,0.7,0.05759162303664921
True,True,7,0,0.6822916666666666,0.7,0.057291666666666664
True,True,8,8,0.6839378238341969,0.7,0.05699481865284974
True,True,1,8,0.6804123711340206,0.7,0.05670103092783505
True,True,5,5,0.676923076923077,0.7,0.05641025641025641
True,True,9,9,0.6785714285714286,0.7,0.05612244897959184
True,True,9,9,0.6802030456852792,0.7,0.05583756345177665
True,True,7,3,0.6818181818181818,0.7,0.05555555555555555
True,True,8,8,0.6834170854271356,0.7,0.05527638190954774
True,True,5,2,0.685,0.7,0.055
True,True,5,6,0.681592039800995,0.7,0.05472636815920398
True,True,7,3,0.6831683168316832,0.7,0.054455445544554455
True,True,5,9,0.6798029556650246,0.7,0.054187192118226604
True,True,3,9,0.6764705882352942,0.7,0.05392156862745098
True,True,4,5,0.6731707317073171,0.7,0.05365853658536585
True,True,4,0,0.6747572815533981,0.7,0.05339805825242718
True,True,7,3,0.6763285024154589,0.7,0.05314009661835749
True,True,3,4,0.6778846153846154,0.7,0.052884615384615384
True,True,3,4,0.6794258373205742,0.7,0.05263157894736842
True,True,7,3,0.680952380952381,0.7,0.05238095238095238
True,True,2,3,0.6777251184834123,0.7,0.052132701421800945
True,True,8,8,0.6792452830188679,0.7,0.05188679245283019
True,True,5,2,0.6807511737089202,0.7,0.051643192488262914
True,True,1,5,0.677570093457944,0.7,0.0514018691588785
True,True,4,0,0.6790697674418604,0.7,0.05116279069767442
True,True,5,7,0.6759259259259259,0.7,0.05092592592592592
True,True,3,4,0.6774193548387096,0.7,0.05069124423963134
True,True,5,2,0.6788990825688074,0.7,0.05045871559633028
False,True,2,6,0.680365296803653,0.7,0.0547945205479452
True,True,1,2,0.6772727272727272,0.7,0.05454545454545454
True,True,2,6,0.6787330316742082,0.7,0.05429864253393665
True,True,7,3,0.6801801801801802,0.7,0.05405405405405406
True,True,1,1,0.6771300448430493,0.7,0.053811659192825115
True,True,2,6,0.6785714285714286,0.7,0.05357142857142857
True,True,7,3,0.68,0.7,0.05333333333333334
True,True,6,5,0.6814159292035398,0.7,0.05309734513274336
True,True,9,9,0.6828193832599119,0.7,0.05286343612334802
True,True,2,8,0.6798245614035088,0.7,0.05263157894736842
True,True,5,0,0.6768558951965066,0.7,0.05240174672489083
True,True,7,3,0.6782608695652174,0.7,0.05217391304347826
True,True,1,9,0.6753246753246753,0.7,0.05194805194805195
True,True,0,1,0.6767241379310345,0.7,0.05172413793103448
True,True,3,4,0.6781115879828327,0.7,0.05150214592274678
True,True,3,4,0.6794871794871795,0.7,0.05128205128205128
True,True,2,5,0.676595744680851,0.7,0.05106382978723404
True,True,5,1,0.673728813559322,0.7,0.05084745762711865
True,True,2,6,0.6751054852320675,0.7,0.05063291139240506
True,True,2,7,0.6722689075630253,0.7,0.05042016806722689
True,True,5,2,0.6736401673640168,0.7,0.0502092050209205
True,True,5,5,0.6708333333333333,0.7,0.05
True,True,5,8,0.6680497925311203,0.7,0.04979253112033195
True,True,3,4,0.6694214876033058,0.7,0.049586776859504134
True,True,3,4,0.6707818930041153,0.7,0.04938271604938271
True,True,5,2,0.6721311475409836,0.7,0.04918032786885246
True,True,1,7,0.673469387755102,0.7,0.04897959183673469
True,True,9,1,0.6707317073170732,0.7,0.04878048780487805
True,True,3,8,0.6680161943319838,0.7,0.048582995951417005
True,True,5,5,0.6653225806451613,0.7,0.04838709677419355
True,True,3,4,0.6666666666666666,0.7,0.04819277108433735
True,True,5,4,0.664,0.7,0.048
True,True,3,4,0.6653386454183267,0.7,0.04780876494023904
True,True,2,3,0.6626984126984127,0.7,0.047619047619047616
True,True,2,6,0.6640316205533597,0.7,0.04743083003952569
True,True,6,5,0.6653543307086615,0.7,0.047244094488188976
True,True,1,7,0.6666666666666666,0.7,0.047058823529411764
False,True,5,8,0.6640625,0.7,0.05078125
True,True,5,5,0.6614785992217899,0.7,0.05058365758754864
True,True,0,9,0.6589147286821705,0.7,0.050387596899224806
True,True,7,3,0.6602316602316602,0.7,0.05019305019305019
True,True,9,9,0.6615384615384615,0.7,0.05
False,True,2,6,0.6628352490421456,0.7,0.05363984674329502
True,True,0,1,0.6641221374045801,0.7,0.05343511450381679
True,True,7,3,0.6653992395437263,0.7,0.053231939163498096
True,True,3,4,0.6666666666666666,0.7,0.05303030303030303
True,True,8,8,0.6679245283018868,0.7,0.052830188679245285
True,True,5,2,0.6691729323308271,0.7,0.05263157894736842
True,True,4,0,0.6704119850187266,0.7,0.052434456928838954
True,True,8,8,0.6716417910447762,0.7,0.05223880597014925
True,True,4,6,0.6691449814126395,0.7,0.05204460966542751
True,True,4,2,0.6666666666666666,0.7,0.05185185185185185
True,True,2,6,0.6678966789667896,0.7,0.05166051660516605
True,True,5,0,0.6654411764705882,0.7,0.051470588235294115
True,True,3,4,0.6666666666666666,0.7,0.05128205128205128
True,True,2,6,0.6678832116788321,0.7,0.051094890510948905
True,True,5,0,0.6654545454545454,0.7,0.05090909090909091
True,True,1,7,0.6666666666666666,0.7,0.050724637681159424
True,True,9,9,0.6678700361010831,0.7,0.05054151624548736
True,True,2,6,0.6690647482014388,0.7,0.050359712230215826
True,True,7,3,0.6702508960573477,0.7,0.05017921146953405
True,True,9,9,0.6714285714285714,0.7,0.05
True,True,1,7,0.6725978647686833,0.7,0.0498220640569395
True,True,5,5,0.6702127659574468,0.7,0.04964539007092199
True,True,5,2,0.6713780918727915,0.7,0.04946996466431095
True,True,3,4,0.6725352112676056,0.7,0.04929577464788732
False,True,5,2,0.6736842105263158,0.7,0.05263157894736842
True,True,3,4,0.6748251748251748,0.7,0.05244755244755245
True,True,9,1,0.6724738675958188,0.7,0.05226480836236934
True,True,2,6,0.6736111111111112,0.7,0.052083333333333336
True,True,5,5,0.671280276816609,0.7,0.05190311418685121
True,True,4,0,0.6724137931034483,0.7,0.05172413793103448
True,True,0,1,0.6735395189003437,0.7,0.05154639175257732
True,True,4,3,0.6712328767123288,0.7,0.05136986301369863
True,True,3,4,0.6723549488054608,0.7,0.051194539249146756
False,True,5,2,0.673469387755102,0.7,0.05442176870748299
True,True,1,2,0.6711864406779661,0.7,0.05423728813559322
True,True,8,8,0.6722972972972973,0.7,0.05405405405405406
True,True,6,5,0.6734006734006734,0.7,0.05387205387205387
True,True,4,0,0.674496644295302,0.7,0.053691275167785234
True,True,6,2,0.6722408026755853,0.7,0.05351170568561873
True,True,2,6,0.6733333333333333,0.7,0.05333333333333334
True,True,3,0,0.6710963455149501,0.7,0.053156146179401995
False,True,8,8,0.6721854304635762,0.7,0.056291390728476824
True,True,2,6,0.6732673267326733,0.7,0.056105610561056105
True,True,0,1,0.6743421052631579,0.7,0.05592105263157895
True,True,4,2,0.6721311475409836,0.7,0.05573770491803279
True,True,9,9,0.673202614379085,0.7,0.05555555555555555
True,True,8,8,0.6742671009771987,0.7,0.05537459283387622
True,True,6,5,0.6753246753246753,0.7,0.05519480519480519
True,True,7,3,0.6763754045307443,0.7,0.05501618122977346
True,True,1,5,0.6741935483870968,0.7,0.054838709677419356
True,True,1,9,0.6720257234726688,0.7,0.05466237942122187
True,True,9,9,0.6730769230769231,0.7,0.05448717948717949
True,True,8,8,0.6741214057507987,0.7,0.054313099041533544
True,True,5,0,0.6719745222929936,0.7,0.054140127388535034
True,True,2,6,0.6730158730158731,0.7,0.05396825396825397
True,True,9,9,0.6740506329113924,0.7,0.05379746835443038
True,True,3,4,0.6750788643533123,0.7,0.05362776025236593
True,True,2,6,0.6761006289308176,0.7,0.05345911949685535
True,True,6,5,0.677115987460815,0.7,0.05329153605015674
True,True,5,9,0.675,0.7,0.053125
True,True,6,2,0.6728971962616822,0.7,0.0529595015576324
True,True,5,2,0.6739130434782609,0.7,0.052795031055900624
True,True,7,3,0.6749226006191951,0.7,0.05263157894736842
True,True,3,4,0.6759259259259259,0.7,0.05246913580246913
True,True,1,7,0.676923076923077,0.7,0.052307692307692305
True,True,1,1,0.6748466257668712,0.7,0.05214723926380368
True,True,2,6,0.6758409785932722,0.7,0.05198776758409786
True,True,5,2,0.676829268292683,0.7,0.051829268292682924
True,True,9,9,0.6778115501519757,0.7,0.05167173252279635
True,True,9,9,0.6787878787878788,0.7,0.051515151515151514
False,True,2,6,0.6797583081570997,0.7,0.054380664652567974
True,True,3,4,0.6807228915662651,0.7,0.05421686746987952
True,True,5,2,0.6816816816816816,0.7,0.05405405405405406
True,True,7,0,0.6796407185628742,0.7,0.05389221556886228
True,True,6,5,0.6805970149253732,0.7,0.05373134328358209
True,True,4,2,0.6785714285714286,0.7,0.05357142857142857
True,True,2,6,0.6795252225519288,0.7,0.05341246290801187
True,True,2,6,0.6804733727810651,0.7,0.05325443786982249
True,True,1,7,0.6814159292035398,0.7,0.05309734513274336
True,True,7,3,0.6823529411764706,0.7,0.052941176470588235
True,True,3,4,0.6832844574780058,0.7,0.05278592375366569
True,True,5,8,0.6812865497076024,0.7,0.05263157894736842
True,True,1,7,0.6822157434402333,0.7,0.052478134110787174
True,True,0,1,0.6831395348837209,0.7,0.05232558139534884
True,True,1,7,0.6840579710144927,0.7,0.05217391304347826
True,True,3,3,0.6820809248554913,0.7,0.05202312138728324
True,True,9,9,0.6829971181556196,0.7,0.05187319884726225
True,True,3,8,0.6810344827586207,0.7,0.05172413793103448
True,True,2,6,0.6819484240687679,0.7,0.05157593123209169
True,True,9,9,0.6828571428571428,0.7,0.05142857142857143
True,True,5,2,0.6837606837606838,0.7,0.05128205128205128
True,True,5,8,0.6818181818181818,0.7,0.05113636363636364
True,True,2,6,0.6827195467422096,0.7,0.05099150141643059
True,True,2,0,0.6807909604519774,0.7,0.05084745762711865
True,True,3,4,0.6816901408450704,0.7,0.05070422535211268
True,True,1,7,0.6825842696629213,0.7,0.05056179775280899
True,True,4,9,0.680672268907563,0.7,0.05042016806722689
True,True,8,8,0.6815642458100558,0.7,0.05027932960893855
True,True,2,6,0.6824512534818942,0.7,0.05013927576601671
True,True,4,2,0.6805555555555556,0.7,0.05
True,True,9,9,0.6814404432132964,0.7,0.04986149584487535
True,True,7,3,0.6823204419889503,0.7,0.049723756906077346
True,True,2,6,0.6831955922865014,0.7,0.049586776859504134
True,True,8,8,0.6840659340659341,0.7,0.04945054945054945
True,True,4,0,0.684931506849315,0.7,0.049315068493150684
True,True,9,9,0.6857923497267759,0.7,0.04918032786885246
True,True,1,7,0.6866485013623979,0.7,0.04904632152588556
True,True,5,8,0.6847826086956522,0.7,0.04891304347826087
True,True,1,0,0.6829268292682927,0.7,0.04878048780487805
True,True,6,5,0.6837837837837838,0.7,0.04864864864864865
True,True,1,7,0.6846361185983828,0.7,0.04851752021563342
True,True,1,7,0.6854838709677419,0.7,0.04838709677419355
False,True,5,5,0.6836461126005362,0.7,0.05093833780160858
True,True,0,1,0.6844919786096256,0.7,0.05080213903743316
False,True,2,8,0.6826666666666666,0.7,0.05333333333333334
True,True,6,2,0.6808510638297872,0.7,0.05319148936170213
True,True,5,2,0.6816976127320955,0.7,0.05305039787798409
True,True,6,5,0.6825396825396826,0.7,0.05291005291005291
True,True,7,0,0.6807387862796834,0.7,0.052770448548812667
True,True,8,8,0.6815789473684211,0.7,0.05263157894736842
True,True,3,4,0.6824146981627297,0.7,0.05249343832020997
True,True,3,4,0.6832460732984293,0.7,0.05235602094240838
True,True,1,5,0.6814621409921671,0.7,0.05221932114882506
True,True,0,1,0.6822916666666666,0.7,0.052083333333333336
True,True,5,9,0.6805194805194805,0.7,0.05194805194805195
True,True,3,4,0.6813471502590673,0.7,0.05181347150259067
True,True,2,6,0.6821705426356589,0.7,0.05167958656330749
True,True,3,4,0.6829896907216495,0.7,0.05154639175257732
True,True,5,8,0.6812339331619537,0.7,0.05141388174807198
True,True,6,5,0.6820512820512821,0.7,0.05128205128205128
True,True,7,3,0.6828644501278772,0.7,0.05115089514066496
True,True,2,6,0.6836734693877551,0.7,0.05102040816326531
True,True,0,1,0.6844783715012722,0.7,0.05089058524173028
True,True,1,7,0.6852791878172588,0.7,0.050761421319796954
True,True,5,5,0.6835443037974683,0.7,0.05063291139240506
True,True,5,2,0.6843434343434344,0.7,0.050505050505050504
True,True,1,9,0.6826196473551638,0.7,0.05037783375314862
True,True,1,1,0.6809045226130653,0.7,0.05025125628140704
True,True,9,9,0.681704260651629,0.7,0.05012531328320802
True,True,5,0,0.68,0.7,0.05
True,True,0,1,0.6807980049875312,0.7,0.04987531172069826
True,True,1,7,0.681592039800995,0.7,0.04975124378109453
True,True,1,9,0.6799007444168734,0.7,0.04962779156327544
True,True,2,3,0.6782178217821783,0.7,0.04950495049504951
True,True,9,9,0.6790123456790124,0.7,0.04938271604938271
True,True,7,3,0.6798029556650246,0.7,0.04926108374384237
True,True,1,1,0.6781326781326781,0.7,0.04914004914004914
True,True,2,6,0.678921568627451,0.7,0.049019607843137254
True,True,1,1,0.6772616136919315,0.7,0.0488997555012225
True,True,9,9,0.6780487804878049,0.7,0.04878048780487805
True,True,5,5,0.6763990267639902,0.7,0.04866180048661801
True,True,5,1,0.6747572815533981,0.7,0.04854368932038835
True,True,5,5,0.6731234866828087,0.7,0.048426150121065374
True,True,5,2,0.6739130434782609,0.7,0.04830917874396135
True,True,1,8,0.672289156626506,0.7,0.04819277108433735
True,True,9,9,0.6730769230769231,0.7,0.04807692307692308
True,True,5,2,0.6738609112709832,0.7,0.047961630695443645
True,True,1,7,0.6746411483253588,0.7,0.04784688995215311
True,True,3,4,0.6754176610978521,0.7,0.0477326968973747
True,True,2,8,0.6738095238095239,0.7,0.047619047619047616
True,True,6,5,0.6745843230403801,0.7,0.047505938242280284
True,True,4,2,0.6729857819905213,0.7,0.04739336492890995
True,True,1,1,0.6713947990543735,0.7,0.04728132387706856
True,True,3,4,0.6721698113207547,0.7,0.04716981132075472
True,True,2,6,0.6729411764705883,0.7,0.047058823529411764
True,True,1,1,0.6713615023474179,0.7,0.046948356807511735
True,True,3,4,0.6721311475409836,0.7,0.0468384074941452
True,True,5,3,0.6705607476635514,0.7,0.04672897196261682
True,True,7,3,0.6713286713286714,0.7,0.046620046620046623
True,True,4,0,0.672093023255814,0.7,0.046511627906976744
True,True,5,5,0.6705336426914154,0.7,0.04640371229698376
True,True,5,8,0.6689814814814815,0.7,0.046296296296296294
True,True,7,0,0.6674364896073903,0.7,0.046189376443418015
True,True,8,8,0.6682027649769585,0.7,0.04608294930875576
True,True,5,3,0.6666666666666666,0.7,0.04597701149425287
True,True,0,1,0.6674311926605505,0.7,0.045871559633027525
True,True,7,0,0.665903890160183,0.7,0.04576659038901602
True,True,3,4,0.6666666666666666,0.7,0.045662100456621
True,True,1,7,0.6674259681093394,0.7,0.04555808656036447
True,True,4,1,0.6659090909090909,0.7,0.045454545454545456
True,True,4,2,0.6643990929705216,0.7,0.045351473922902494
True,True,2,6,0.665158371040724,0.7,0.04524886877828054
True,True,4,0,0.6659142212189616,0.7,0.045146726862302484
True,True,8,8,0.6666666666666666,0.7,0.04504504504504504
True,True,1,7,0.6674157303370787,0.7,0.0449438202247191
True,True,6,5,0.6681614349775785,0.7,0.04484304932735426
True,True,2,8,0.6666666666666666,0.7,0.0447427293064877
True,True,5,5,0.6651785714285714,0.7,0.044642857142857144
True,True,8,8,0.6659242761692651,0.7,0.044543429844097995
True,True,2,6,0.6666666666666666,0.7,0.044444444444444446
True,True,8,8,0.6674057649667405,0.7,0.04434589800443459
True,True,8,8,0.668141592920354,0.7,0.04424778761061947
True,True,3,4,0.6688741721854304,0.7,0.04415011037527594
True,True,5,6,0.6674008810572687,0.7,0.04405286343612335
True,True,4,3,0.6659340659340659,0.7,0.04395604395604396
True,True,8,8,0.6666666666666666,0.7,0.043859649122807015
True,True,3,0,0.6652078774617067,0.7,0.0437636761487965
True,True,1,7,0.665938864628821,0.7,0.043668122270742356
True,True,1,7,0.6666666666666666,0.7,0.04357298474945534
True,True,2,6,0.6673913043478261,0.7,0.043478260869565216
True,True,4,0,0.6681127982646421,0.7,0.04338394793926247
True,True,9,9,0.6688311688311688,0.7,0.04329004329004329
True,True,1,0,0.6673866090712743,0.7,0.04319654427645788
True,True,2,8,0.665948275862069,0.7,0.04310344827586207
True,True,4,0,0.6666666666666666,0.7,0.043010752688172046
True,True,8,8,0.6673819742489271,0.7,0.04291845493562232
True,True,1,7,0.6680942184154176,0.7,0.042826552462526764
True,True,3,4,0.6688034188034188,0.7,0.042735042735042736
True,True,4,3,0.6673773987206824,0.7,0.042643923240938165
