known,known_for_real,prediction,label,accuracy,ood,confusion
True,True,6,phone,0.9722222222222222,0.7777777777777778,0.0
True,True,7,bulb,0.972972972972973,0.7777777777777778,0.0
True,True,6,phone,0.9736842105263158,0.7777777777777778,0.0
True,True,7,bulb,0.9743589743589743,0.7777777777777778,0.0
True,True,3,scissors,0.975,0.7777777777777778,0.0
True,True,1,can,0.975609756097561,0.7777777777777778,0.0
True,True,5,mug,0.9761904761904762,0.7777777777777778,0.0
True,False,3,remote,0.9761904761904762,0.7,0.0
True,True,7,bulb,0.9767441860465116,0.7,0.0
True,True,0,glasses,0.9772727272727273,0.7,0.0
True,True,3,scissors,0.9777777777777777,0.7,0.0
True,True,2,marker,0.9782608695652174,0.7,0.0
True,True,5,mug,0.9787234042553191,0.7,0.0
True,True,9,remote,0.9791666666666666,0.7,0.0
True,True,0,glasses,0.9795918367346939,0.7,0.0
True,True,1,can,0.98,0.7,0.0
True,True,9,remote,0.9803921568627451,0.7,0.0
True,True,6,phone,0.9807692307692307,0.7,0.0
True,True,1,can,0.9811320754716981,0.7,0.0
True,True,8,socket,0.9814814814814815,0.7,0.0
True,True,2,marker,0.9818181818181818,0.7,0.0
True,True,7,bulb,0.9821428571428571,0.7,0.0
True,True,7,ball,0.9649122807017544,0.7,0.0
True,True,6,phone,0.9655172413793104,0.7,0.0
True,True,4,ball,0.9661016949152542,0.7,0.0
True,True,6,phone,0.9666666666666667,0.7,0.0
True,True,9,remote,0.9672131147540983,0.7,0.0
True,True,7,bulb,0.967741935483871,0.7,0.0
True,True,1,can,0.9682539682539683,0.7,0.0
True,True,7,bulb,0.96875,0.7,0.0
True,True,4,ball,0.9692307692307692,0.7,0.0
True,True,3,scissors,0.9696969696969697,0.7,0.0
True,True,7,bulb,0.9701492537313433,0.7,0.0
True,True,7,bulb,0.9705882352941176,0.7,0.0
True,True,6,phone,0.9710144927536232,0.7,0.0
True,True,2,marker,0.9714285714285714,0.7,0.0
True,True,9,remote,0.971830985915493,0.7,0.0
True,True,8,socket,0.9722222222222222,0.7,0.0
True,True,9,remote,0.9726027397260274,0.7,0.0
True,True,9,remote,0.972972972972973,0.7,0.0
True,True,4,ball,0.9733333333333334,0.7,0.0
True,True,5,mug,0.9736842105263158,0.7,0.0
True,True,8,socket,0.974025974025974,0.7,0.0
True,True,7,bulb,0.9743589743589743,0.7,0.0
True,True,7,bulb,0.9746835443037974,0.7,0.0
True,True,8,socket,0.975,0.7,0.0
True,True,4,ball,0.9753086419753086,0.7,0.0
True,True,2,marker,0.975609756097561,0.7,0.0
True,True,7,bulb,0.9759036144578314,0.7,0.0
True,True,1,can,0.9761904761904762,0.7,0.0
True,True,4,ball,0.9764705882352941,0.7,0.0
True,True,6,phone,0.9767441860465116,0.7,0.0
True,True,6,phone,0.9770114942528736,0.7,0.0
True,True,9,remote,0.9772727272727273,0.7,0.0
True,True,8,socket,0.9775280898876404,0.7,0.0
True,True,5,mug,0.9777777777777777,0.7,0.0
True,True,6,phone,0.978021978021978,0.7,0.0
True,True,0,glasses,0.9782608695652174,0.7,0.0
True,True,8,socket,0.978494623655914,0.7,0.0
True,True,9,remote,0.9787234042553191,0.7,0.0
True,True,0,glasses,0.9789473684210527,0.7,0.0
True,True,4,ball,0.9791666666666666,0.7,0.0
True,True,6,phone,0.979381443298969,0.7,0.0
True,True,8,socket,0.9795918367346939,0.7,0.0
True,True,7,glasses,0.9696969696969697,0.7,0.0
True,True,8,socket,0.97,0.7,0.0
True,True,9,remote,0.9702970297029703,0.7,0.0
True,True,6,phone,0.9705882352941176,0.7,0.0
True,True,9,remote,0.970873786407767,0.7,0.0
True,True,0,glasses,0.9711538461538461,0.7,0.0
True,True,9,remote,0.9714285714285714,0.7,0.0
True,True,1,can,0.9716981132075472,0.7,0.0
True,True,3,scissors,0.9719626168224299,0.7,0.0
True,True,9,remote,0.9722222222222222,0.7,0.0
True,True,5,mug,0.9724770642201835,0.7,0.0
True,True,5,mug,0.9727272727272728,0.7,0.0
True,True,7,bulb,0.972972972972973,0.7,0.0
True,True,7,bulb,0.9732142857142857,0.7,0.0
True,True,2,marker,0.9734513274336283,0.7,0.0
True,True,1,can,0.9736842105263158,0.7,0.0
True,True,2,marker,0.9739130434782609,0.7,0.0
True,True,9,remote,0.9741379310344828,0.7,0.0
True,True,3,scissors,0.9743589743589743,0.7,0.0
True,True,0,glasses,0.9745762711864406,0.7,0.0
True,True,2,marker,0.9747899159663865,0.7,0.0
True,True,4,ball,0.975,0.7,0.0
True,True,8,socket,0.9752066115702479,0.7,0.0
True,True,2,marker,0.9754098360655737,0.7,0.0
True,True,5,mug,0.975609756097561,0.7,0.0
True,True,4,ball,0.9758064516129032,0.7,0.0
True,True,1,can,0.976,0.7,0.0
True,True,6,phone,0.9761904761904762,0.7,0.0
True,True,1,can,0.9763779527559056,0.7,0.0
True,True,9,remote,0.9765625,0.7,0.0
True,True,3,scissors,0.9767441860465116,0.7,0.0
True,True,4,ball,0.9769230769230769,0.7,0.0
True,True,8,socket,0.9770992366412213,0.7,0.0
True,True,2,marker,0.9772727272727273,0.7,0.0
True,True,6,phone,0.9774436090225563,0.7,0.0
True,True,5,mug,0.9776119402985075,0.7,0.0
True,True,4,ball,0.9777777777777777,0.7,0.0
True,True,7,bulb,0.9779411764705882,0.7,0.0
True,True,3,scissors,0.9781021897810219,0.7,0.0
True,True,0,glasses,0.9782608695652174,0.7,0.0
True,True,2,marker,0.9784172661870504,0.7,0.0
True,True,7,bulb,0.9785714285714285,0.7,0.0
True,True,4,ball,0.9787234042553191,0.7,0.0
True,True,3,scissors,0.9788732394366197,0.7,0.0
True,True,9,remote,0.9790209790209791,0.7,0.0
True,True,8,socket,0.9791666666666666,0.7,0.0
True,True,5,mug,0.9793103448275862,0.7,0.0
True,True,4,ball,0.9794520547945206,0.7,0.0
True,True,3,scissors,0.9795918367346939,0.7,0.0
True,True,2,marker,0.9797297297297297,0.7,0.0
True,True,5,mug,0.9798657718120806,0.7,0.0
True,True,7,bulb,0.98,0.7,0.0
True,True,0,glasses,0.9801324503311258,0.7,0.0
True,True,8,socket,0.9802631578947368,0.7,0.0
True,True,8,socket,0.9803921568627451,0.7,0.0
True,True,4,ball,0.9805194805194806,0.7,0.0
True,True,9,remote,0.9806451612903225,0.7,0.0
True,True,4,bulb,0.9743589743589743,0.7,0.0
True,True,1,can,0.9745222929936306,0.7,0.0
True,True,0,glasses,0.9746835443037974,0.7,0.0
True,True,4,ball,0.9748427672955975,0.7,0.0
True,True,3,scissors,0.975,0.7,0.0
True,True,4,ball,0.9751552795031055,0.7,0.0
True,True,8,socket,0.9753086419753086,0.7,0.0
True,True,3,scissors,0.9754601226993865,0.7,0.0
True,True,2,marker,0.975609756097561,0.7,0.0
True,True,9,remote,0.9757575757575757,0.7,0.0
True,True,3,scissors,0.9759036144578314,0.7,0.0
True,True,9,remote,0.9760479041916168,0.7,0.0
True,True,8,socket,0.9761904761904762,0.7,0.0
True,True,5,mug,0.9763313609467456,0.7,0.0
True,True,8,socket,0.9764705882352941,0.7,0.0
True,True,2,marker,0.9766081871345029,0.7,0.0
True,True,4,ball,0.9767441860465116,0.7,0.0
True,True,0,glasses,0.976878612716763,0.7,0.0
True,True,3,scissors,0.9770114942528736,0.7,0.0
True,True,6,phone,0.9771428571428571,0.7,0.0
True,True,9,remote,0.9772727272727273,0.7,0.0
True,True,5,mug,0.9774011299435028,0.7,0.0
True,True,3,scissors,0.9775280898876404,0.7,0.0
True,True,0,glasses,0.9776536312849162,0.7,0.0
True,True,4,ball,0.9777777777777777,0.7,0.0
True,True,3,scissors,0.9779005524861878,0.7,0.0
True,True,6,phone,0.978021978021978,0.7,0.0
True,True,5,mug,0.9781420765027322,0.7,0.0
True,True,5,mug,0.9782608695652174,0.7,0.0
True,True,9,remote,0.9783783783783784,0.7,0.0
True,True,4,ball,0.978494623655914,0.7,0.0
True,True,3,scissors,0.9786096256684492,0.7,0.0
True,True,7,bulb,0.9787234042553191,0.7,0.0
True,True,0,glasses,0.9788359788359788,0.7,0.0
True,True,7,bulb,0.9789473684210527,0.7,0.0
True,True,0,glasses,0.9790575916230366,0.7,0.0
True,True,9,remote,0.9791666666666666,0.7,0.0
True,True,5,mug,0.9792746113989638,0.7,0.0
True,True,2,marker,0.979381443298969,0.7,0.0
True,True,3,scissors,0.9794871794871794,0.7,0.0
True,True,7,bulb,0.9795918367346939,0.7,0.0
True,True,5,mug,0.9796954314720813,0.7,0.0
True,True,7,bulb,0.9797979797979798,0.7,0.0
True,True,1,can,0.9798994974874372,0.7,0.0
True,True,6,phone,0.98,0.7,0.0
True,True,4,ball,0.9800995024875622,0.7,0.0
True,True,7,bulb,0.9801980198019802,0.7,0.0
True,True,5,mug,0.9802955665024631,0.7,0.0
True,True,9,remote,0.9803921568627451,0.7,0.0
True,True,5,mug,0.9804878048780488,0.7,0.0
True,True,8,socket,0.9805825242718447,0.7,0.0
True,True,5,mug,0.9806763285024155,0.7,0.0
True,True,0,glasses,0.9807692307692307,0.7,0.0
True,True,0,glasses,0.9808612440191388,0.7,0.0
True,True,5,mug,0.9809523809523809,0.7,0.0
True,True,4,ball,0.981042654028436,0.7,0.0
True,True,4,ball,0.9811320754716981,0.7,0.0
True,True,6,phone,0.9812206572769953,0.7,0.0
True,True,3,scissors,0.9813084112149533,0.7,0.0
True,True,8,socket,0.9813953488372092,0.7,0.0
True,True,9,remote,0.9814814814814815,0.7,0.0
True,True,0,glasses,0.9815668202764977,0.7,0.0
True,True,2,marker,0.981651376146789,0.7,0.0
True,True,9,remote,0.9817351598173516,0.7,0.0
True,True,8,socket,0.9818181818181818,0.7,0.0
True,True,7,bulb,0.9819004524886877,0.7,0.0
True,True,0,glasses,0.9819819819819819,0.7,0.0
True,True,1,can,0.9820627802690582,0.7,0.0
True,True,4,ball,0.9821428571428571,0.7,0.0
True,True,1,can,0.9822222222222222,0.7,0.0
True,True,1,can,0.9823008849557522,0.7,0.0
True,True,3,scissors,0.9823788546255506,0.7,0.0
True,True,8,socket,0.9824561403508771,0.7,0.0
True,True,6,phone,0.982532751091703,0.7,0.0
True,True,6,phone,0.9826086956521739,0.7,0.0
True,True,7,bulb,0.9826839826839827,0.7,0.0
True,True,6,phone,0.9827586206896551,0.7,0.0
True,True,9,remote,0.9828326180257511,0.7,0.0
True,True,6,phone,0.9829059829059829,0.7,0.0
True,True,5,mug,0.9829787234042553,0.7,0.0
True,True,7,bulb,0.9830508474576272,0.7,0.0
True,True,3,scissors,0.9831223628691983,0.7,0.0
True,True,8,socket,0.9831932773109243,0.7,0.0
True,True,3,scissors,0.9832635983263598,0.7,0.0
True,True,4,ball,0.9833333333333333,0.7,0.0
True,True,6,phone,0.983402489626556,0.7,0.0
True,True,5,mug,0.9834710743801653,0.7,0.0
True,True,1,can,0.9835390946502057,0.7,0.0
True,True,8,socket,0.9836065573770492,0.7,0.0
True,True,9,remote,0.9836734693877551,0.7,0.0
True,True,2,marker,0.983739837398374,0.7,0.0
True,True,6,phone,0.9838056680161943,0.7,0.0
True,True,4,ball,0.9838709677419355,0.7,0.0
True,True,0,glasses,0.9839357429718876,0.7,0.0
True,True,0,glasses,0.984,0.7,0.0
True,True,6,phone,0.9840637450199203,0.7,0.0
True,True,4,ball,0.9841269841269841,0.7,0.0
True,True,8,socket,0.9841897233201581,0.7,0.0
True,True,3,scissors,0.984251968503937,0.7,0.0
True,True,2,marker,0.984313725490196,0.7,0.0
True,True,1,can,0.984375,0.7,0.0
True,True,2,marker,0.9844357976653697,0.7,0.0
True,True,0,glasses,0.9844961240310077,0.7,0.0
True,True,3,scissors,0.9845559845559846,0.7,0.0
True,True,6,phone,0.9846153846153847,0.7,0.0
True,True,8,socket,0.9846743295019157,0.7,0.0
True,True,4,ball,0.9847328244274809,0.7,0.0
True,True,1,can,0.9847908745247148,0.7,0.0
True,True,9,remote,0.9848484848484849,0.7,0.0
True,True,7,bulb,0.9849056603773585,0.7,0.0
True,True,1,can,0.9849624060150376,0.7,0.0
True,True,6,phone,0.9850187265917603,0.7,0.0
True,True,7,bulb,0.9850746268656716,0.7,0.0
True,True,7,bulb,0.9851301115241635,0.7,0.0
True,True,3,scissors,0.9851851851851852,0.7,0.0
True,True,8,socket,0.985239852398524,0.7,0.0
True,True,6,phone,0.9852941176470589,0.7,0.0
True,True,1,can,0.9853479853479854,0.7,0.0
True,True,5,mug,0.9854014598540146,0.7,0.0
True,True,3,scissors,0.9854545454545455,0.7,0.0
True,True,1,can,0.9855072463768116,0.7,0.0
True,True,6,phone,0.9855595667870036,0.7,0.0
True,True,5,mug,0.9856115107913669,0.7,0.0
True,True,3,scissors,0.985663082437276,0.7,0.0
True,True,0,glasses,0.9857142857142858,0.7,0.0
True,True,4,ball,0.9857651245551602,0.7,0.0
True,True,2,marker,0.9858156028368794,0.7,0.0
True,True,6,phone,0.9858657243816255,0.7,0.0
True,True,1,can,0.9859154929577465,0.7,0.0
True,True,1,can,0.9859649122807017,0.7,0.0
True,True,2,marker,0.986013986013986,0.7,0.0
True,True,8,socket,0.9860627177700348,0.7,0.0
True,True,7,bulb,0.9861111111111112,0.7,0.0
True,True,1,can,0.986159169550173,0.7,0.0
True,True,4,ball,0.9862068965517241,0.7,0.0
True,True,7,bulb,0.9862542955326461,0.7,0.0
True,True,2,marker,0.9863013698630136,0.7,0.0
True,True,5,mug,0.9863481228668942,0.7,0.0
True,True,7,bulb,0.9863945578231292,0.7,0.0
True,True,8,socket,0.9864406779661017,0.7,0.0
True,True,0,glasses,0.9864864864864865,0.7,0.0
True,True,0,glasses,0.9865319865319865,0.7,0.0
True,True,1,can,0.9865771812080537,0.7,0.0
True,True,0,glasses,0.9866220735785953,0.7,0.0
True,True,9,remote,0.9866666666666667,0.7,0.0
True,True,5,mug,0.9867109634551495,0.7,0.0
True,True,9,remote,0.9867549668874173,0.7,0.0
True,True,3,scissors,0.9867986798679867,0.7,0.0
True,True,2,marker,0.9868421052631579,0.7,0.0
True,True,0,glasses,0.9868852459016394,0.7,0.0
True,True,5,mug,0.9869281045751634,0.7,0.0
True,True,2,marker,0.9869706840390879,0.7,0.0
True,True,3,scissors,0.987012987012987,0.7,0.0
True,True,2,marker,0.9870550161812298,0.7,0.0
True,True,4,ball,0.9870967741935484,0.7,0.0
True,True,2,marker,0.9871382636655949,0.7,0.0
True,True,8,socket,0.9871794871794872,0.7,0.0
True,True,9,remote,0.987220447284345,0.7,0.0
True,True,4,ball,0.9872611464968153,0.7,0.0
True,True,4,ball,0.9873015873015873,0.7,0.0
True,True,4,ball,0.9873417721518988,0.7,0.0
True,True,7,bulb,0.9873817034700315,0.7,0.0
True,True,3,scissors,0.9874213836477987,0.7,0.0
True,True,0,glasses,0.987460815047022,0.7,0.0
True,True,8,socket,0.9875,0.7,0.0
True,True,2,marker,0.9875389408099688,0.7,0.0
True,True,2,remote,0.984472049689441,0.7,0.0
True,True,5,mug,0.9845201238390093,0.7,0.0
True,True,5,mug,0.9845679012345679,0.7,0.0
True,True,6,phone,0.9846153846153847,0.7,0.0
True,True,6,phone,0.9846625766871165,0.7,0.0
True,True,5,mug,0.9847094801223242,0.7,0.0
True,True,8,socket,0.9847560975609756,0.7,0.0
True,True,0,glasses,0.9848024316109423,0.7,0.0
True,True,7,bulb,0.9848484848484849,0.7,0.0
True,True,0,glasses,0.9848942598187311,0.7,0.0
True,True,4,ball,0.9849397590361446,0.7,0.0
True,True,0,glasses,0.984984984984985,0.7,0.0
True,True,9,remote,0.9850299401197605,0.7,0.0
True,True,9,remote,0.9850746268656716,0.7,0.0
True,True,2,marker,0.9851190476190477,0.7,0.0
True,True,5,mug,0.9851632047477745,0.7,0.0
True,True,2,marker,0.985207100591716,0.7,0.0
True,True,3,scissors,0.9852507374631269,0.7,0.0
True,True,4,ball,0.9852941176470589,0.7,0.0
True,True,8,socket,0.9853372434017595,0.7,0.0
True,True,2,marker,0.9853801169590644,0.7,0.0
True,True,7,bulb,0.9854227405247813,0.7,0.0
True,True,8,socket,0.9854651162790697,0.7,0.0
True,True,8,socket,0.9855072463768116,0.7,0.0
True,True,9,remote,0.9855491329479769,0.7,0.0
True,True,1,can,0.9855907780979827,0.7,0.0
True,True,4,ball,0.985632183908046,0.7,0.0
True,True,2,marker,0.9856733524355301,0.7,0.0
True,True,9,remote,0.9857142857142858,0.7,0.0
True,True,1,can,0.9857549857549858,0.7,0.0
True,True,7,bulb,0.9857954545454546,0.7,0.0
True,True,4,ball,0.9858356940509915,0.7,0.0
True,True,1,can,0.9858757062146892,0.7,0.0
True,True,7,bulb,0.9859154929577465,0.7,0.0
True,True,7,bulb,0.9859550561797753,0.7,0.0
True,True,0,glasses,0.9859943977591037,0.7,0.0
True,True,2,marker,0.9860335195530726,0.7,0.0
True,True,0,glasses,0.9860724233983287,0.7,0.0
True,True,9,remote,0.9861111111111112,0.7,0.0
True,True,6,phone,0.9861495844875346,0.7,0.0
True,True,1,can,0.9861878453038674,0.7,0.0
True,True,1,can,0.9862258953168044,0.7,0.0
True,True,5,mug,0.9862637362637363,0.7,0.0
True,True,3,scissors,0.9863013698630136,0.7,0.0
True,True,1,can,0.9863387978142076,0.7,0.0
True,True,1,can,0.9863760217983651,0.7,0.0
True,True,5,mug,0.9864130434782609,0.7,0.0
True,True,1,can,0.986449864498645,0.7,0.0
True,True,8,socket,0.9864864864864865,0.7,0.0
True,True,9,remote,0.9865229110512129,0.7,0.0
True,True,7,bulb,0.9865591397849462,0.7,0.0
True,True,8,socket,0.9865951742627346,0.7,0.0
True,True,8,socket,0.9866310160427807,0.7,0.0
True,True,3,scissors,0.9866666666666667,0.7,0.0
True,True,8,socket,0.9867021276595744,0.7,0.0
True,True,9,remote,0.986737400530504,0.7,0.0
True,True,1,can,0.9867724867724867,0.7,0.0
True,True,6,phone,0.9868073878627969,0.7,0.0
True,True,0,remote,0.9842105263157894,0.7,0.0
True,True,5,mug,0.984251968503937,0.7,0.0
True,True,8,socket,0.9842931937172775,0.7,0.0
True,True,5,mug,0.9843342036553525,0.7,0.0
True,True,1,can,0.984375,0.7,0.0
True,True,5,mug,0.9844155844155844,0.7,0.0
True,True,2,marker,0.9844559585492227,0.7,0.0
True,True,4,ball,0.9844961240310077,0.7,0.0
True,True,2,marker,0.9845360824742269,0.7,0.0
True,True,4,ball,0.9845758354755784,0.7,0.0
True,True,2,marker,0.9846153846153847,0.7,0.0
True,True,0,glasses,0.9846547314578005,0.7,0.0
True,True,6,phone,0.9846938775510204,0.7,0.0
True,True,7,bulb,0.9847328244274809,0.7,0.0
True,True,7,bulb,0.9847715736040609,0.7,0.0
True,True,5,mug,0.9848101265822785,0.7,0.0
True,True,9,remote,0.9848484848484849,0.7,0.0
True,True,8,socket,0.9848866498740554,0.7,0.0
True,True,0,glasses,0.9849246231155779,0.7,0.0
True,True,0,glasses,0.9849624060150376,0.7,0.0
True,True,6,phone,0.985,0.7,0.0
True,True,6,phone,0.9850374064837906,0.7,0.0
True,True,8,socket,0.9850746268656716,0.7,0.0
True,True,5,mug,0.9851116625310173,0.7,0.0
True,True,6,phone,0.9851485148514851,0.7,0.0
True,True,6,phone,0.9851851851851852,0.7,0.0
True,True,1,can,0.9852216748768473,0.7,0.0
True,True,3,scissors,0.9852579852579852,0.7,0.0
True,True,9,remote,0.9852941176470589,0.7,0.0
True,True,9,remote,0.9853300733496333,0.7,0.0
True,True,5,mug,0.9853658536585366,0.7,0.0
True,True,9,remote,0.9854014598540146,0.7,0.0
True,True,5,mug,0.9854368932038835,0.7,0.0
True,True,8,socket,0.9854721549636803,0.7,0.0
True,True,6,phone,0.9855072463768116,0.7,0.0
True,True,9,remote,0.9855421686746988,0.7,0.0
True,True,5,mug,0.9855769230769231,0.7,0.0
True,True,3,scissors,0.9856115107913669,0.7,0.0
True,True,0,glasses,0.9856459330143541,0.7,0.0
True,True,5,mug,0.9856801909307876,0.7,0.0
True,True,5,mug,0.9857142857142858,0.7,0.0
True,True,6,phone,0.9857482185273159,0.7,0.0
True,True,0,glasses,0.985781990521327,0.7,0.0
True,True,9,remote,0.9858156028368794,0.7,0.0
True,True,4,ball,0.9858490566037735,0.7,0.0
True,True,6,phone,0.9858823529411764,0.7,0.0
True,True,6,phone,0.9859154929577465,0.7,0.0
True,True,3,scissors,0.9859484777517564,0.7,0.0
True,True,4,ball,0.985981308411215,0.7,0.0
True,True,4,ball,0.986013986013986,0.7,0.0
True,True,8,socket,0.986046511627907,0.7,0.0
True,True,9,remote,0.9860788863109049,0.7,0.0
True,True,1,can,0.9861111111111112,0.7,0.0
True,True,2,marker,0.9861431870669746,0.7,0.0
True,True,7,bulb,0.9861751152073732,0.7,0.0
True,True,1,can,0.9862068965517241,0.7,0.0
True,True,8,socket,0.9862385321100917,0.7,0.0
True,True,3,scissors,0.9862700228832952,0.7,0.0
True,True,0,glasses,0.9863013698630136,0.7,0.0
True,True,6,phone,0.9863325740318907,0.7,0.0
True,True,4,ball,0.9863636363636363,0.7,0.0
True,True,1,can,0.9863945578231292,0.7,0.0
True,True,4,ball,0.9864253393665159,0.7,0.0
True,True,0,glasses,0.9864559819413092,0.7,0.0
True,True,1,can,0.9864864864864865,0.7,0.0
True,True,2,marker,0.9865168539325843,0.7,0.0
True,True,6,phone,0.9865470852017937,0.7,0.0
True,True,3,scissors,0.9865771812080537,0.7,0.0
True,True,1,can,0.9866071428571429,0.7,0.0
True,True,0,glasses,0.9866369710467706,0.7,0.0
True,True,7,bulb,0.9866666666666667,0.7,0.0
True,True,6,phone,0.9866962305986696,0.7,0.0
True,True,3,scissors,0.9867256637168141,0.7,0.0
True,True,3,scissors,0.9867549668874173,0.7,0.0
True,True,2,marker,0.986784140969163,0.7,0.0
True,True,1,can,0.9868131868131869,0.7,0.0
True,True,0,glasses,0.9868421052631579,0.7,0.0
True,True,6,phone,0.986870897155361,0.7,0.0
True,True,0,glasses,0.9868995633187773,0.7,0.0
True,True,8,socket,0.9869281045751634,0.7,0.0
True,True,6,phone,0.9869565217391304,0.7,0.0
True,True,5,mug,0.9869848156182213,0.7,0.0
True,True,6,phone,0.987012987012987,0.7,0.0
True,True,2,marker,0.9870410367170627,0.7,0.0
True,True,2,marker,0.9870689655172413,0.7,0.0
True,True,8,socket,0.9870967741935484,0.7,0.0
True,True,4,ball,0.9871244635193133,0.7,0.0
True,True,4,ball,0.987152034261242,0.7,0.0
True,True,0,glasses,0.9871794871794872,0.7,0.0
True,True,5,mug,0.9872068230277186,0.7,0.0
True,True,5,mug,0.9872340425531915,0.7,0.0
True,True,3,scissors,0.9872611464968153,0.7,0.0
True,True,6,phone,0.9872881355932204,0.7,0.0
True,True,9,remote,0.9873150105708245,0.7,0.0
True,True,7,bulb,0.9873417721518988,0.7,0.0
True,True,4,ball,0.9873684210526316,0.7,0.0
True,True,9,remote,0.9873949579831933,0.7,0.0
True,True,9,remote,0.9874213836477987,0.7,0.0
True,True,8,socket,0.9874476987447699,0.7,0.0
True,True,0,glasses,0.9874739039665971,0.7,0.0
True,True,1,can,0.9875,0.7,0.0
True,True,3,scissors,0.9875259875259875,0.7,0.0
True,True,2,marker,0.9875518672199171,0.7,0.0
True,True,8,socket,0.9875776397515528,0.7,0.0
True,True,7,bulb,0.987603305785124,0.7,0.0
True,True,2,marker,0.9876288659793815,0.7,0.0
True,True,7,bulb,0.9876543209876543,0.7,0.0
True,True,1,can,0.9876796714579056,0.7,0.0
True,True,8,socket,0.9877049180327869,0.7,0.0
True,True,5,mug,0.9877300613496932,0.7,0.0
True,True,0,glasses,0.9877551020408163,0.7,0.0
