known,known_for_real,prediction,label,accuracy,ood,confusion
True,True,8,can,0.9666666666666667,0.4,0.0
True,True,0,mug,0.967032967032967,0.4,0.0
True,True,1,socket,0.967391304347826,0.4,0.0
True,True,2,glasses,0.967741935483871,0.4,0.0
True,True,3,scissors,0.9680851063829787,0.4,0.0
True,True,4,marker,0.968421052631579,0.4,0.0
True,True,3,scissors,0.96875,0.4,0.0
True,True,1,socket,0.9690721649484536,0.4,0.0
True,True,2,glasses,0.9693877551020408,0.4,0.0
True,True,5,remote,0.9696969696969697,0.4,0.0
True,True,6,phone,0.97,0.4,0.0
True,True,7,ball,0.9702970297029703,0.4,0.0
True,True,7,ball,0.9705882352941176,0.4,0.0
True,True,8,can,0.970873786407767,0.4,0.0
True,True,5,remote,0.9711538461538461,0.4,0.0
True,True,6,phone,0.9714285714285714,0.4,0.0
True,True,4,marker,0.9716981132075472,0.4,0.0
True,True,3,scissors,0.9719626168224299,0.4,0.0
True,True,8,can,0.9722222222222222,0.4,0.0
False,True,0,mug,0.9724770642201835,0.4,0.009174311926605505
True,True,9,bulb,0.9727272727272728,0.4,0.00909090909090909
True,True,3,scissors,0.972972972972973,0.4,0.009009009009009009
True,True,8,can,0.9732142857142857,0.4,0.008928571428571428
True,True,5,remote,0.9734513274336283,0.4,0.008849557522123894
True,True,1,socket,0.9736842105263158,0.4,0.008771929824561403
True,True,6,phone,0.9739130434782609,0.4,0.008695652173913044
True,True,1,socket,0.9741379310344828,0.4,0.008620689655172414
True,True,0,mug,0.9743589743589743,0.4,0.008547008547008548
True,True,0,mug,0.9745762711864406,0.4,0.00847457627118644
True,True,4,marker,0.9747899159663865,0.4,0.008403361344537815
True,True,9,bulb,0.975,0.4,0.008333333333333333
True,True,2,glasses,0.9752066115702479,0.4,0.008264462809917356
True,True,5,remote,0.9754098360655737,0.4,0.00819672131147541
True,True,6,phone,0.975609756097561,0.4,0.008130081300813009
True,True,4,marker,0.9758064516129032,0.4,0.008064516129032258
True,True,9,bulb,0.976,0.4,0.008
True,True,6,phone,0.9761904761904762,0.4,0.007936507936507936
True,True,0,mug,0.9763779527559056,0.4,0.007874015748031496
True,True,3,scissors,0.9765625,0.4,0.0078125
True,True,4,marker,0.9767441860465116,0.4,0.007751937984496124
True,True,8,can,0.9769230769230769,0.4,0.007692307692307693
True,True,7,ball,0.9770992366412213,0.4,0.007633587786259542
True,True,9,bulb,0.9772727272727273,0.4,0.007575757575757576
True,True,2,glasses,0.9774436090225563,0.4,0.007518796992481203
True,True,7,ball,0.9776119402985075,0.4,0.007462686567164179
True,True,7,ball,0.9777777777777777,0.4,0.007407407407407408
True,True,7,bulb,0.9705882352941176,0.4,0.007352941176470588
True,True,1,socket,0.9708029197080292,0.4,0.0072992700729927005
True,True,2,glasses,0.9710144927536232,0.4,0.007246376811594203
True,True,5,remote,0.9712230215827338,0.4,0.007194244604316547
True,True,8,can,0.9714285714285714,0.4,0.007142857142857143
True,True,0,mug,0.9716312056737588,0.4,0.0070921985815602835
True,True,1,socket,0.971830985915493,0.4,0.007042253521126761
True,True,2,glasses,0.972027972027972,0.4,0.006993006993006993
True,True,3,scissors,0.9722222222222222,0.4,0.006944444444444444
True,True,4,marker,0.9724137931034482,0.4,0.006896551724137931
True,True,3,scissors,0.9726027397260274,0.4,0.00684931506849315
True,True,1,socket,0.9727891156462585,0.4,0.006802721088435374
True,True,2,glasses,0.972972972972973,0.4,0.006756756756756757
True,True,5,remote,0.9731543624161074,0.4,0.006711409395973154
True,True,6,phone,0.9733333333333334,0.4,0.006666666666666667
True,True,7,ball,0.9735099337748344,0.4,0.006622516556291391
True,True,7,ball,0.9736842105263158,0.4,0.006578947368421052
True,True,8,can,0.9738562091503268,0.4,0.006535947712418301
True,True,5,remote,0.974025974025974,0.4,0.006493506493506494
True,True,6,phone,0.9741935483870968,0.4,0.0064516129032258064
True,True,4,marker,0.9743589743589743,0.4,0.00641025641025641
True,True,3,scissors,0.9745222929936306,0.4,0.006369426751592357
True,True,8,can,0.9746835443037974,0.4,0.006329113924050633
True,True,0,mug,0.9748427672955975,0.4,0.006289308176100629
True,True,9,bulb,0.975,0.4,0.00625
True,True,3,scissors,0.9751552795031055,0.4,0.006211180124223602
True,True,8,can,0.9753086419753086,0.4,0.006172839506172839
True,True,5,remote,0.9754601226993865,0.4,0.006134969325153374
True,True,1,socket,0.975609756097561,0.4,0.006097560975609756
True,True,6,phone,0.9757575757575757,0.4,0.006060606060606061
True,True,1,socket,0.9759036144578314,0.4,0.006024096385542169
True,True,0,mug,0.9760479041916168,0.4,0.005988023952095809
True,True,0,mug,0.9761904761904762,0.4,0.005952380952380952
True,True,4,marker,0.9763313609467456,0.4,0.005917159763313609
True,True,9,bulb,0.9764705882352941,0.4,0.0058823529411764705
True,True,2,glasses,0.9766081871345029,0.4,0.005847953216374269
True,True,5,remote,0.9767441860465116,0.4,0.005813953488372093
True,True,6,phone,0.976878612716763,0.4,0.005780346820809248
True,True,4,marker,0.9770114942528736,0.4,0.005747126436781609
True,True,9,bulb,0.9771428571428571,0.4,0.005714285714285714
True,True,6,phone,0.9772727272727273,0.4,0.005681818181818182
True,True,0,mug,0.9774011299435028,0.4,0.005649717514124294
True,True,3,scissors,0.9775280898876404,0.4,0.0056179775280898875
True,True,4,marker,0.9776536312849162,0.4,0.00558659217877095
True,True,8,can,0.9777777777777777,0.4,0.005555555555555556
True,True,7,ball,0.9779005524861878,0.4,0.0055248618784530384
True,True,9,bulb,0.978021978021978,0.4,0.005494505494505495
True,True,2,glasses,0.9781420765027322,0.4,0.00546448087431694
True,True,7,ball,0.9782608695652174,0.4,0.005434782608695652
True,True,7,ball,0.9783783783783784,0.4,0.005405405405405406
True,True,9,bulb,0.978494623655914,0.4,0.005376344086021506
True,True,1,socket,0.9786096256684492,0.4,0.0053475935828877
True,True,2,glasses,0.9787234042553191,0.4,0.005319148936170213
True,True,5,remote,0.9788359788359788,0.4,0.005291005291005291
True,True,8,can,0.9789473684210527,0.4,0.005263157894736842
True,True,0,mug,0.9790575916230366,0.4,0.005235602094240838
True,True,1,socket,0.9791666666666666,0.4,0.005208333333333333
True,True,2,glasses,0.9792746113989638,0.4,0.0051813471502590676
True,True,3,scissors,0.979381443298969,0.4,0.005154639175257732
True,True,4,marker,0.9794871794871794,0.4,0.005128205128205128
True,True,3,scissors,0.9795918367346939,0.4,0.00510204081632653
True,True,1,socket,0.9796954314720813,0.4,0.005076142131979695
True,True,2,glasses,0.9797979797979798,0.4,0.005050505050505051
True,True,5,remote,0.9798994974874372,0.4,0.005025125628140704
True,True,6,phone,0.98,0.4,0.005
True,True,7,ball,0.9800995024875622,0.4,0.004975124378109453
True,True,7,ball,0.9801980198019802,0.4,0.0049504950495049506
True,True,8,can,0.9802955665024631,0.4,0.0049261083743842365
True,True,5,remote,0.9803921568627451,0.4,0.004901960784313725
True,True,6,phone,0.9804878048780488,0.4,0.004878048780487805
True,True,4,marker,0.9805825242718447,0.4,0.0048543689320388345
True,True,3,scissors,0.9806763285024155,0.4,0.004830917874396135
True,True,8,can,0.9807692307692307,0.4,0.004807692307692308
True,True,0,mug,0.9808612440191388,0.4,0.004784688995215311
True,True,9,bulb,0.9809523809523809,0.4,0.004761904761904762
True,True,3,scissors,0.981042654028436,0.4,0.004739336492890996
True,True,8,can,0.9811320754716981,0.4,0.0047169811320754715
True,True,5,remote,0.9812206572769953,0.4,0.004694835680751174
True,True,1,socket,0.9813084112149533,0.4,0.004672897196261682
True,True,6,phone,0.9813953488372092,0.4,0.004651162790697674
True,True,1,socket,0.9814814814814815,0.4,0.004629629629629629
True,True,0,mug,0.9815668202764977,0.4,0.004608294930875576
True,True,0,mug,0.981651376146789,0.4,0.0045871559633027525
True,True,4,marker,0.9817351598173516,0.4,0.0045662100456621
True,True,9,bulb,0.9818181818181818,0.4,0.004545454545454545
True,True,2,glasses,0.9819004524886877,0.4,0.004524886877828055
True,True,5,remote,0.9819819819819819,0.4,0.0045045045045045045
True,True,6,phone,0.9820627802690582,0.4,0.004484304932735426
True,True,4,marker,0.9821428571428571,0.4,0.004464285714285714
True,True,9,bulb,0.9822222222222222,0.4,0.0044444444444444444
True,True,6,phone,0.9823008849557522,0.4,0.004424778761061947
True,True,0,mug,0.9823788546255506,0.4,0.004405286343612335
True,True,3,scissors,0.9824561403508771,0.4,0.0043859649122807015
True,True,4,marker,0.982532751091703,0.4,0.004366812227074236
True,True,8,can,0.9826086956521739,0.4,0.004347826086956522
True,True,7,ball,0.9826839826839827,0.4,0.004329004329004329
True,True,9,bulb,0.9827586206896551,0.4,0.004310344827586207
True,True,2,glasses,0.9828326180257511,0.4,0.004291845493562232
True,True,7,ball,0.9829059829059829,0.4,0.004273504273504274
True,True,7,ball,0.9829787234042553,0.4,0.00425531914893617
True,True,9,bulb,0.9830508474576272,0.4,0.00423728813559322
True,True,1,socket,0.9831223628691983,0.4,0.004219409282700422
True,True,2,glasses,0.9831932773109243,0.4,0.004201680672268907
True,True,5,remote,0.9832635983263598,0.4,0.0041841004184100415
True,True,8,can,0.9833333333333333,0.4,0.004166666666666667
True,True,0,mug,0.983402489626556,0.4,0.004149377593360996
True,True,1,socket,0.9834710743801653,0.4,0.004132231404958678
True,True,2,glasses,0.9835390946502057,0.4,0.00411522633744856
True,True,3,scissors,0.9836065573770492,0.4,0.004098360655737705
True,True,4,marker,0.9836734693877551,0.4,0.004081632653061225
True,True,3,scissors,0.983739837398374,0.4,0.0040650406504065045
True,True,1,socket,0.9838056680161943,0.4,0.004048582995951417
True,True,2,glasses,0.9838709677419355,0.4,0.004032258064516129
True,True,5,remote,0.9839357429718876,0.4,0.004016064257028112
True,True,6,phone,0.984,0.4,0.004
True,True,7,ball,0.9840637450199203,0.4,0.00398406374501992
True,True,7,ball,0.9841269841269841,0.4,0.003968253968253968
True,True,8,can,0.9841897233201581,0.4,0.003952569169960474
True,True,5,remote,0.984251968503937,0.4,0.003937007874015748
True,True,6,phone,0.984313725490196,0.4,0.00392156862745098
True,True,4,marker,0.984375,0.4,0.00390625
True,True,3,scissors,0.9844357976653697,0.4,0.0038910505836575876
True,True,8,can,0.9844961240310077,0.4,0.003875968992248062
True,True,0,mug,0.9845559845559846,0.4,0.003861003861003861
True,True,9,bulb,0.9846153846153847,0.4,0.0038461538461538464
True,True,3,scissors,0.9846743295019157,0.4,0.0038314176245210726
True,True,8,can,0.9847328244274809,0.4,0.003816793893129771
True,True,5,remote,0.9847908745247148,0.4,0.0038022813688212928
True,True,1,socket,0.9848484848484849,0.4,0.003787878787878788
True,True,6,phone,0.9849056603773585,0.4,0.0037735849056603774
True,True,1,socket,0.9849624060150376,0.4,0.0037593984962406013
True,True,0,mug,0.9850187265917603,0.4,0.003745318352059925
True,True,0,mug,0.9850746268656716,0.4,0.0037313432835820895
True,True,4,marker,0.9851301115241635,0.4,0.0037174721189591076
True,True,9,bulb,0.9851851851851852,0.4,0.003703703703703704
True,True,9,glasses,0.981549815498155,0.4,0.0036900369003690036
True,True,5,remote,0.9816176470588235,0.4,0.003676470588235294
True,True,6,phone,0.9816849816849816,0.4,0.003663003663003663
True,True,4,marker,0.9817518248175182,0.4,0.0036496350364963502
True,True,9,bulb,0.9818181818181818,0.4,0.0036363636363636364
True,True,6,phone,0.9818840579710145,0.4,0.0036231884057971015
True,True,0,mug,0.9819494584837545,0.4,0.0036101083032490976
True,True,3,scissors,0.9820143884892086,0.4,0.0035971223021582736
True,True,4,marker,0.982078853046595,0.4,0.0035842293906810036
True,True,8,can,0.9821428571428571,0.4,0.0035714285714285713
True,True,7,ball,0.9822064056939501,0.4,0.0035587188612099642
True,True,9,bulb,0.9822695035460993,0.4,0.0035460992907801418
True,True,2,glasses,0.9823321554770318,0.4,0.0035335689045936395
True,True,7,ball,0.9823943661971831,0.4,0.0035211267605633804
True,True,7,ball,0.9824561403508771,0.4,0.0035087719298245615
True,True,9,bulb,0.9825174825174825,0.4,0.0034965034965034965
True,True,1,socket,0.9825783972125436,0.4,0.003484320557491289
True,True,2,glasses,0.9826388888888888,0.4,0.003472222222222222
True,True,5,remote,0.9826989619377162,0.4,0.0034602076124567475
True,True,8,can,0.9827586206896551,0.4,0.0034482758620689655
True,True,0,mug,0.9828178694158075,0.4,0.003436426116838488
True,True,1,socket,0.9828767123287672,0.4,0.003424657534246575
True,True,2,glasses,0.9829351535836177,0.4,0.0034129692832764505
True,True,3,scissors,0.9829931972789115,0.4,0.003401360544217687
True,True,4,marker,0.9830508474576272,0.4,0.003389830508474576
True,True,3,scissors,0.9831081081081081,0.4,0.0033783783783783786
True,True,1,socket,0.9831649831649831,0.4,0.003367003367003367
True,True,2,glasses,0.9832214765100671,0.4,0.003355704697986577
True,True,5,remote,0.9832775919732442,0.4,0.0033444816053511705
True,True,6,phone,0.9833333333333333,0.4,0.0033333333333333335
True,True,7,ball,0.9833887043189369,0.4,0.0033222591362126247
True,True,7,ball,0.9834437086092715,0.4,0.0033112582781456954
True,True,8,can,0.9834983498349835,0.4,0.0033003300330033004
True,True,5,remote,0.9835526315789473,0.4,0.003289473684210526
True,True,6,phone,0.9836065573770492,0.4,0.003278688524590164
True,True,4,marker,0.9836601307189542,0.4,0.0032679738562091504
True,True,3,scissors,0.9837133550488599,0.4,0.003257328990228013
True,True,8,can,0.9837662337662337,0.4,0.003246753246753247
True,True,0,mug,0.9838187702265372,0.4,0.003236245954692557
True,True,9,bulb,0.9838709677419355,0.4,0.0032258064516129032
True,True,3,scissors,0.9839228295819936,0.4,0.003215434083601286
True,True,8,can,0.9839743589743589,0.4,0.003205128205128205
True,True,5,remote,0.9840255591054313,0.4,0.003194888178913738
True,True,1,socket,0.9840764331210191,0.4,0.0031847133757961785
True,True,6,phone,0.9841269841269841,0.4,0.0031746031746031746
True,True,1,socket,0.9841772151898734,0.4,0.0031645569620253164
True,True,0,mug,0.9842271293375394,0.4,0.0031545741324921135
True,True,0,mug,0.9842767295597484,0.4,0.0031446540880503146
True,True,4,marker,0.9843260188087775,0.4,0.003134796238244514
True,True,9,bulb,0.984375,0.4,0.003125
True,True,2,glasses,0.9844236760124611,0.4,0.003115264797507788
True,True,5,remote,0.984472049689441,0.4,0.003105590062111801
True,True,6,phone,0.9845201238390093,0.4,0.0030959752321981426
True,True,4,marker,0.9845679012345679,0.4,0.0030864197530864196
True,True,9,bulb,0.9846153846153847,0.4,0.003076923076923077
True,True,6,phone,0.9846625766871165,0.4,0.003067484662576687
True,True,0,mug,0.9847094801223242,0.4,0.0030581039755351682
True,True,3,scissors,0.9847560975609756,0.4,0.003048780487804878
True,True,4,marker,0.9848024316109423,0.4,0.00303951367781155
True,True,8,can,0.9848484848484849,0.4,0.0030303030303030303
True,True,7,ball,0.9848942598187311,0.4,0.0030211480362537764
True,True,9,bulb,0.9849397590361446,0.4,0.0030120481927710845
True,True,2,glasses,0.984984984984985,0.4,0.003003003003003003
True,True,7,ball,0.9850299401197605,0.4,0.0029940119760479044
True,True,7,ball,0.9850746268656716,0.4,0.0029850746268656717
True,True,9,bulb,0.9851190476190477,0.4,0.002976190476190476
True,True,1,socket,0.9851632047477745,0.4,0.002967359050445104
True,True,2,glasses,0.985207100591716,0.4,0.0029585798816568047
True,True,5,remote,0.9852507374631269,0.4,0.0029498525073746312
True,True,8,can,0.9852941176470589,0.4,0.0029411764705882353
True,True,0,mug,0.9853372434017595,0.4,0.002932551319648094
True,True,1,socket,0.9853801169590644,0.4,0.0029239766081871343
True,True,2,glasses,0.9854227405247813,0.4,0.0029154518950437317
True,True,3,scissors,0.9854651162790697,0.4,0.0029069767441860465
True,True,4,marker,0.9855072463768116,0.4,0.002898550724637681
True,True,3,scissors,0.9855491329479769,0.4,0.002890173410404624
True,True,1,socket,0.9855907780979827,0.4,0.002881844380403458
True,True,2,glasses,0.985632183908046,0.4,0.0028735632183908046
True,True,5,remote,0.9856733524355301,0.4,0.0028653295128939827
True,True,6,phone,0.9857142857142858,0.4,0.002857142857142857
True,True,7,ball,0.9857549857549858,0.4,0.002849002849002849
True,True,7,ball,0.9857954545454546,0.4,0.002840909090909091
True,True,8,can,0.9858356940509915,0.4,0.0028328611898017
True,True,5,remote,0.9858757062146892,0.4,0.002824858757062147
True,True,6,phone,0.9859154929577465,0.4,0.0028169014084507044
True,True,4,marker,0.9859550561797753,0.4,0.0028089887640449437
True,True,3,scissors,0.9859943977591037,0.4,0.0028011204481792717
True,True,8,can,0.9860335195530726,0.4,0.002793296089385475
True,True,0,mug,0.9860724233983287,0.4,0.002785515320334262
True,True,9,bulb,0.9861111111111112,0.4,0.002777777777777778
True,True,3,scissors,0.9861495844875346,0.4,0.002770083102493075
True,True,8,can,0.9861878453038674,0.4,0.0027624309392265192
True,True,5,remote,0.9862258953168044,0.4,0.0027548209366391185
True,True,1,socket,0.9862637362637363,0.4,0.0027472527472527475
True,True,6,phone,0.9863013698630136,0.4,0.0027397260273972603
True,True,1,socket,0.9863387978142076,0.4,0.00273224043715847
True,True,0,mug,0.9863760217983651,0.4,0.0027247956403269754
True,True,0,mug,0.9864130434782609,0.4,0.002717391304347826
True,True,4,marker,0.986449864498645,0.4,0.0027100271002710027
True,True,9,bulb,0.9864864864864865,0.4,0.002702702702702703
True,True,2,glasses,0.9865229110512129,0.4,0.0026954177897574125
True,True,5,remote,0.9865591397849462,0.4,0.002688172043010753
True,True,6,phone,0.9865951742627346,0.4,0.002680965147453083
True,True,4,marker,0.9866310160427807,0.4,0.00267379679144385
True,True,9,bulb,0.9866666666666667,0.4,0.0026666666666666666
True,True,6,phone,0.9867021276595744,0.4,0.0026595744680851063
True,True,0,mug,0.986737400530504,0.4,0.002652519893899204
True,True,3,scissors,0.9867724867724867,0.4,0.0026455026455026454
True,True,4,marker,0.9868073878627969,0.4,0.002638522427440633
True,True,8,can,0.9868421052631579,0.4,0.002631578947368421
True,True,7,ball,0.9868766404199475,0.4,0.0026246719160104987
True,True,9,bulb,0.9869109947643979,0.4,0.002617801047120419
True,True,2,glasses,0.9869451697127938,0.4,0.0026109660574412533
True,True,7,ball,0.9869791666666666,0.4,0.0026041666666666665
True,True,7,ball,0.987012987012987,0.4,0.0025974025974025974
True,True,9,bulb,0.9870466321243523,0.4,0.0025906735751295338
True,True,1,socket,0.9870801033591732,0.4,0.002583979328165375
True,True,2,glasses,0.9871134020618557,0.4,0.002577319587628866
True,True,5,remote,0.987146529562982,0.4,0.002570694087403599
True,True,8,can,0.9871794871794872,0.4,0.002564102564102564
True,True,0,mug,0.9872122762148338,0.4,0.0025575447570332483
True,True,1,socket,0.9872448979591837,0.4,0.002551020408163265
True,True,2,glasses,0.9872773536895675,0.4,0.002544529262086514
True,True,3,scissors,0.9873096446700508,0.4,0.0025380710659898475
True,True,4,marker,0.9873417721518988,0.4,0.002531645569620253
True,True,3,scissors,0.9873737373737373,0.4,0.0025252525252525255
True,True,1,socket,0.9874055415617129,0.4,0.0025188916876574307
True,True,2,glasses,0.9874371859296482,0.4,0.002512562814070352
True,True,5,remote,0.9874686716791979,0.4,0.002506265664160401
True,True,6,phone,0.9875,0.4,0.0025
True,True,7,ball,0.9875311720698254,0.4,0.0024937655860349127
True,True,7,ball,0.9875621890547264,0.4,0.0024875621890547263
True,True,8,can,0.9875930521091811,0.4,0.0024813895781637717
True,True,5,remote,0.9876237623762376,0.4,0.0024752475247524753
True,True,6,phone,0.9876543209876543,0.4,0.0024691358024691358
True,True,4,marker,0.9876847290640394,0.4,0.0024630541871921183
True,True,3,scissors,0.9877149877149877,0.4,0.002457002457002457
True,True,8,can,0.9877450980392157,0.4,0.0024509803921568627
True,True,0,mug,0.9877750611246944,0.4,0.0024449877750611247
True,True,9,bulb,0.9878048780487805,0.4,0.0024390243902439024
True,True,3,scissors,0.9878345498783455,0.4,0.0024330900243309003
True,True,8,can,0.9878640776699029,0.4,0.0024271844660194173
True,True,5,remote,0.9878934624697336,0.4,0.002421307506053269
True,True,1,socket,0.9879227053140096,0.4,0.0024154589371980675
True,True,6,phone,0.9879518072289156,0.4,0.0024096385542168677
True,True,1,socket,0.9879807692307693,0.4,0.002403846153846154
True,True,0,mug,0.988009592326139,0.4,0.002398081534772182
True,True,0,mug,0.9880382775119617,0.4,0.0023923444976076554
True,True,4,marker,0.9880668257756563,0.4,0.002386634844868735
True,True,9,bulb,0.9880952380952381,0.4,0.002380952380952381
True,True,2,glasses,0.9881235154394299,0.4,0.0023752969121140144
True,True,5,remote,0.9881516587677726,0.4,0.002369668246445498
True,True,6,phone,0.9881796690307328,0.4,0.002364066193853428
True,True,4,marker,0.9882075471698113,0.4,0.0023584905660377358
True,True,9,bulb,0.9882352941176471,0.4,0.002352941176470588
True,True,6,phone,0.9882629107981221,0.4,0.002347417840375587
True,True,0,mug,0.9882903981264637,0.4,0.00234192037470726
True,True,3,scissors,0.9883177570093458,0.4,0.002336448598130841
True,True,4,marker,0.9883449883449883,0.4,0.002331002331002331
True,True,8,can,0.9883720930232558,0.4,0.002325581395348837
True,True,7,ball,0.988399071925754,0.4,0.002320185614849188
True,True,9,bulb,0.9884259259259259,0.4,0.0023148148148148147
True,True,2,glasses,0.9884526558891455,0.4,0.0023094688221709007
True,True,7,ball,0.988479262672811,0.4,0.002304147465437788
True,True,7,ball,0.9885057471264368,0.4,0.0022988505747126436
True,True,9,bulb,0.9885321100917431,0.4,0.0022935779816513763
True,True,1,socket,0.988558352402746,0.4,0.002288329519450801
True,True,2,glasses,0.9885844748858448,0.4,0.00228310502283105
True,True,5,remote,0.9886104783599089,0.4,0.002277904328018223
True,True,8,can,0.9886363636363636,0.4,0.0022727272727272726
True,True,0,mug,0.9886621315192744,0.4,0.0022675736961451248
True,True,1,socket,0.9886877828054299,0.4,0.0022624434389140274
True,True,2,glasses,0.9887133182844243,0.4,0.002257336343115124
True,True,3,scissors,0.9887387387387387,0.4,0.0022522522522522522
True,True,4,marker,0.9887640449438202,0.4,0.0022471910112359553
True,True,3,scissors,0.9887892376681614,0.4,0.002242152466367713
True,True,1,socket,0.9888143176733781,0.4,0.0022371364653243847
True,True,2,glasses,0.9888392857142857,0.4,0.002232142857142857
True,True,5,remote,0.9888641425389755,0.4,0.0022271714922048997
True,True,6,phone,0.9888888888888889,0.4,0.0022222222222222222
True,True,7,ball,0.9889135254988913,0.4,0.0022172949002217295
True,True,7,ball,0.9889380530973452,0.4,0.0022123893805309734
True,True,8,can,0.9889624724061811,0.4,0.002207505518763797
True,True,5,remote,0.9889867841409692,0.4,0.0022026431718061676
True,True,6,phone,0.989010989010989,0.4,0.002197802197802198
True,True,4,marker,0.9890350877192983,0.4,0.0021929824561403508
True,True,3,scissors,0.9890590809628009,0.4,0.002188183807439825
True,True,8,can,0.9890829694323144,0.4,0.002183406113537118
True,True,0,mug,0.9891067538126361,0.4,0.002178649237472767
